Nama,Singkatan
Akademi Pariwisata Stipary,
Akademi Pariwisata Yogyakarta,
Akademi Pertanian Yogyakarta,
Akademi Sekretari dan Manajemen Indonesia Desanta,
Akademi Teknik Radiodiagnostik dan Radioterapi ,ATRO
Akademi Teknologi Otomotif Nasional,
Akademi Telekomunikasi Indonesia Sleman,
AMIK BSI Yogyakarta,
Institut Pertanian Yogyakarta,Intan
Institut Pertanian Stiper,
Politeknik Kesehatan Permata Indonesia Yogyakarta,
Politeknik Mekatronika Sanata Dharma,
Politeknik Seni Yogyakarta,
Poltekkes Kemenkes Yogyakarta,
Sekolah Tinggi Agama Kristen Marturia Yogyakarta,
Sekolah Tinggi Bahasa Asing LIA Yogyakarta,
Sekolah Tinggi Ilmu Ekonomi Bisnis Dan Perbankan,
Sekolah Tinggi Ilmu Ekonomi Pariwisata Api,
Sekolah Tinggi Ilmu Ekonomi SBI,
Sekolah Tinggi Ilmu Ekonomi YKPN,
Sekolah Tinggi Ilmu Kesehatan Aisyiyah Yogyakarta,
Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani Yogyakarta,
Sekolah Tinggi Ilmu Kesehatan Wira Husada,
Sekolah Tinggi Ilmu Manajemen YKPN Yogyakarta,
Sekolah Tinggi Maritim Yogyakarta,
Sekolah Tinggi Pariwisata Ampta Yogyakarta,
Sekolah Tinggi Pendidikan Islam Bina Insan Mulia Yogyakarta,
Sekolah Tinggi Pertanahan Nasional,
Sekolah Tinggi Teknologi Nasional,
Sekolah Tinggi Teknologi Nuklir Yogyakarta,
Sekolah Tinggi Teologi Biwara Wacana,
Sekolah Tinggi Teologi Galilea Indonesia,
Sekolah Tinggi Teologi Kadesi Yogyakarta,
Sekolah Tinggi Theologia Nazarene Indonesia,
STAI Sunan Pandanaran Yogyakarta,
STMIK Amikom,
STMIK Jenderal Achmad Yani,
Universitas Aisyiyah Yogyakarta,
Universitas Islam Negeri Sunan Kalijaga,UIN SUKA
Universitas Mahakarya Asia,UNMAHA
Universitas Negeri Yogyakarta,UNY
Universitas Pembangunan Nasional Veteran,UPNVJ
Universitas Teknologi Yogyakarta,UTY
Sekolah Tinggi Agama Kristen Teruna Bhakti,
"Sekolah Tinggi Multi Media ""MMTC"" Yogyakarta",
Akademi Komunikasi Indonesia YPK,
Akademi Komunikasi Yogyakarta,
Politeknik API Yogyakarta,
Sekolah Tinggi Ilmu Kesehatan Guna Bangsa Yogyakarta,
Universitas Amikom Yogyakarta,
Universitas Atma Jaya Yogyakarta,
Universitas Gadjah Mada,UGM
Universitas Pembangunan Nasional Veteran Yogyakarta,UPNYK
Universitas Respati Yogyakarta,UNRIYO
Universitas Sanata Dharma,USD
Sekolah Tinggi Teologi Injili Indonesia Yogyakarta,
Universitas Kristen Immanuel,UKRIM
Akademi Keperawatan Panti Rapih Yogyakarta,
Universitas Islam Indonesia,UII
Universitas Proklamasi 45,UP45
"STAI Yogyakarta Wonosari, Gunung Kidul",
Universitas Gunung Kidul,UGK
"STIT Muhammadiyah Wates, Kulonprogo",
IKIP PGRI Wates,
Akademi Akuntansi Sapta Widya Tama,
Akademi Akuntansi YKPN,
Akademi Analis Farmasi Al-Islam,
Akademi Angkatan Udara,AAU
Akademi Bahasa Asing Sinema Yogyakarta,
Akademi Farmasi Indonesia Yogyakarta,
Akademi Film Yogyakarta,
Akademi Fisioterapi YAB Yogyakarta,
Akademi Kebidanan Mulia Madani Yogyakarta,
Akademi Keperawatan Notokusumo,
Akademi Kesejahteraan Sosial AKK,
Akademi Ketatalaksanaan Pelayaran Niaga Bahtera,
Akademi Manajemen Administrasi Dharmala,
Akademi Manajemen Putra Jaya,
Akademi Pariwisata Buana Wisata Yogyakarta,
Akademi Pariwisata Indraphrasta,
Akademi Perikanan Yogyakarta,
Akademi Peternakan Brahmaputra,
Akademi Seni Rupa Dan Desain MSD,
Akademi Teknik YKPN,
ASM Marsudirini Santa Maria,
Institut Sains Dan Teknologi Akprind,
Institut Teknologi Nasional Yogyakarta,
Politeknik ATK Yogyakarta,
Politeknik Kesehatan Bhakti Setya Indonesia,
Politeknik LPP Yogyakarta,
Politeknik YKPN,
Sekolah Tinggi Arsitektur YKPN Yogyakarta,
Sekolah Tinggi Ekonomi Islam Yogyakarta,
Sekolah Tinggi Ilmu Bisnis Kumala Nusa,
Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia,
Sekolah Tinggi Ilmu Ekonomi Nusa Megarkencana,
Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha,
Sekolah Tinggi Ilmu Kesehatan Bethesda Yakkum,
Sekolah Tinggi Ilmu Kesehatan Panti Rapih Yogyakarta,
Sekolah Tinggi Ilmu Komunikasi Yogyakarta,
Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia,
STAI Masjid Syuhada Yogyakarta,
STAI Terpadu Yogyakarta,
Sekolah Tinggi Ilmu Kesehatan AL-Islam Yogyakarta,
Sekolah Tinggi Ilmu Kesehatan Yogyakarta,
STISIP Kartika Bangsa,
Universitas Janabadra,
Universitas Jenderal Achmad Yani Yogyakarta,UNJAYA
Universitas Sarjanawiyata Tamansiswa,UST
Universitas Siber Muhammadiyah,
Universitas Widya Mataram,UWM
Akademi Pariwisata Dharma Nusantara Sakti,
Sekolah Tinggi Manajemen Informatika dan Ilmu Komputer El Rahma Yogyakarta,
Universitas Ahmad Dahlan,UAD
Universitas Cokroaminoto Yogyakarta,UCY
Universitas Nahdlatul Ulama Yogyakarta,UNU Yogyakarta
Sekolah Tinggi Psikologi Yogyakarta,
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,
Universitas Kristen Duta Wacana,UKDW
Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda,
Sekolah Tinggi Ilmu Kesehatan Notokusumo Yogyakarta,
Akademi Kebidanan Karya Husada Yogyakarta,
Akademi Keperawatan Karya Husada Yogyakarta,
Akademi Kesehatan Karya Husada Yogyakarta,
Politeknik Kesehatan Karya Husada Yogyakarta,
Sekolah Tinggi Ilmu Administrasi Aan,
Sekolah Tinggi Teologi  Berita Kitab Wahyu International,
Akademi Analis Kesehatan Delima Husada Gresik,
Akademi Keperawatan Pemkab Gresik,
Akademi Perekam Medik Dan Infokes Pena Husada,
Akademi Perikanan Qomaruddin,
Institut Agama Islam Qomaruddin Gresik,
Institut Keislaman Abdullah Faqih Manyar Gresik,
Sekolah Tinggi Agama Islam Daruttaqwa Manyar Gresik,
Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,
Sekolah Tinggi Ekonomi Syariah Al-Falah Panceng Gresik Jawa Timur,
Sekolah Tinggi Manajemen Semen Indonesia,
Sekolah Tinggi Teologi Adhi Wacana Surabaya,
STAI Al-Azhar Menganti Gresik,
STAI Hasan Jufri Bawean,
STAI Ihyaul Ulum Gresik,
STAI Qomaruddin Gresik,
STIT Maskumambang Gresik,
STIT Raden Santri Gresik,
Universitas Qomaruddin,
Akademi Kebidanan Mandiri Gresik,
Universitas Muhammadiyah Gresik,UMG
Akademi Kebidanan Delima Persada Gresik,
Sekolah Tinggi Ilmu Ekonomi Nu Trate,
Sekolah Tinggi Ilmu Kesehatan Delima Persada Gresik,
Universitas Gresik,Unigres
Universitas Internasional Semen Indonesia,UISI
Universitas Kiai Abdullah Faqih Gresik,UNKAFA
Sekolah Tinggi Teknik Qomaruddin,
STKIP Qomaruddin Gresik,
Akademi Analis Kesehatan YPM Sidoarjo,
Akademi Farmasi Mitra Sehat Mandiri Sidoarjo,
Akademi Kebidanan Wahana Sehat Sidoarjo,
Akademi Keperawatan Kerta Cendekia Sidoarjo,
Akademi Perikanan Sidoarjo,
Akademi Teknik Nasional Sidoarjo,
Institut Agama Islam Al-Khoziny,
Institut Teknologi Insan Cendekia Mandiri,ITICM
Politeknik Kelautan dan Perikanan Sidoarjo,
Politeknik Kesehatan Kerta Cendekia,
Sekolah Tinggi Ilmu Ekonomi YPM Sepanjang,
Sekolah Tinggi Ilmu Hukum Ypm Sepanjang,
Sekolah Tinggi Teknik Ypm Sepanjang,
Sekolah Tinggi Teologi Injili Efrata Sidoarjo,
STAI Al-Khoziny Buduran Sidoarjo,
STAI An Najah Indonesia Mandiri Sidoarjo,
STAI YPBWI Surabaya,
STIT Al-Azhar Sidoarjo,
Universitas Maarif Hasyim Latif,UMAHA
AKBID Siti Khotidjah Muhammadiyah Sepanjang,
STKIP PGRI Sidoarjo,
Universitas Muhammadiyah Sidoarjo,UMSIDA
Universitas Nahdlatul Ulama Sidoarjo,UNUSIDA
Universitas Sunan Giri Surabaya,UNSURI
Sekolah Tinggi Ilmu Kesehatan Insan Unggul Surabaya,
Akademi Kebidanan Mitra Sehat Sidoarjo,
Sekolah Tinggi Ilmu Kesehatan Rumah Sakit Anwar Medika,
Akademi Kebidanan Permata Delima,
Akademi Keperawatan Dian Husada,
Akademi Pariwisata Majapahit,
Institut Agama Islam Uluwiyah Mojokerto,
Institut Pesantren KH. Abdul Chalim Pacet Mojokerto,
Politeknik Kesehatan Majapahit,
Sekolah Tinggi Agama Islam Sabilul Muttaqqin Mojokerto Jawa Timur,
Sekolah Tinggi Ilmu Ekonomi Darul Falah,
Sekolah Tinggi Ilmu Ekonomi Syariah Riyadlul Jannah Mojokerto Jawa timur,
Sekolah Tinggi Ilmu Kesehatan Dian Husada,
STIT Muhammadiyah Mojosari Mojokerto,
STIT Uluwiyah Mojosari Mojokerto,
STITNU Al Hikmah Mojokerto,
Sekolah Tinggi Teologi Imanuel Pacet,
Sekolah Tinggi Ilmu Ekonomi Al-Anwar,
Akademi Keperawatan Bina Sehat PPNI Mojokerto,
Sekolah Tinggi Ilmu Kesehatan Majapahit,
Sekolah Tinggi Ilmu Kesehatan Bina Sehat PPNI Mojokerto,
Universitas Islam Majapahit,UNIM
Akademi Keperawatan Bahrul Ulum Jombang,
Akademi Manajemen Informatika Dan Komputer Jombang,
Institut Agama Islam Bani Fattah Jombang,
Institut KeIslaman Hasyim As`ari Tebuireng Jombang,IKAHA
Sekolah Tinggi Ilmu Ekonomi Syari'ah Babussalam,
Sekolah Tinggi Ilmu Kesehatan Pemkab Jombang,
Sekolah Tinggi Islam Bani Fatah Tambakberas Jombang,
STAI At-Tahdzib Rejoagung Ngoro Jombang,
"STAI Bahrul Ulum Tambakberas, Jombang",
Sekolah Tinggi Ilmu Kesehatan Bahrul Ulum Jombang,
Sekolah Tinggi Ilmu Kesehatan Insan Cendekia Medika Jombang,
STIT Al-Urwatul Wutsqo Jombang,
STMIK Bahrul ulum Jombang,
Sekolah Tinggi Ilmu Ekonomi PGRI Dewantara,
Universitas Hasyim Asy'ari Tebuireng Jombang,UNHASY
Akademi Kebidanan Darul Ulum Jombang,
Sekolah Tinggi Ilmu Kesehatan Husada Jombang,
Universitas Pesantren Tinggi Darul ulum,Unipdu
Akademi Keperawatan Pemkab Jombang,
STKIP PGRI Jombang,
Universitas Darul ulum,UNDAR
Universitas KH. A. Wahab Hasbullah,UNWAHA
Akademi Kebidanan Pemkab Bojonegoro,
Institut Agama Islam Sunan Giri Bojonegoro,
Sekolah Tinggi Ekonomi Dan Bisnis Islam Al Rosyid Bojonegoro Jawa Timur,
Sekolah Tinggi Ekonomi Islam Permata Bojonegoro,
Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro,
Sekolah Tinggi Ilmu Kesehatan Rajekwesi Bojonegoro,
Sekolah Tinggi Teknologi Muhammadiyah AR Fachruddin,
STAI At-Tanwir Bojonegoro,
STAI Sunan Giri Bojonegoro,
Sekolah Tinggi Ilmu Kesehatan Insan Cendekia Husada Bojonegoro,
STIT Muhammadiyah Bojonegoro,
IKIP PGRI Bojonegoro,
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Bojonegoro,
Universitas Bojonegoro,UNIGORO
Universitas Nahdlatul Ulama Sunan Giri,UNIGIRI
Akademi Kesehatan Rajekwesi Bojonegoro,
Akademi Kebidanan Anindya,
Akademi Kebidanan Nahdlatul Ulama Tuban,
Institut Agama Islam Al-Hikmah Tuban,
Institut Agama Islam Nahdlatul Ulama Tuban,
Institut Ilmu Kesehatan Nahdlatul Ulama Tuban,
STAI Al-Hikmah Tuban,
Sekolah Tinggi Ilmu Kesehatan Nahdlatul Ulama Tuban,
Sekolah Tinggi Ilmu Tarbiyah Makhdum Ibrahim Tuban,STITMA
Politeknik Pertanian dan Peternakan Mapena,
Universitas PGRI Ronggolawe,UNIROW
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,
Universitas Sunan Bonang,USB
Akademi Keperawatan Pemkab Lamongan,
Institut Agama Islam Tarbiyatut Tholabah Lamongan Jawa Timur,
Institut Pesantren Sunan Drajat Lamongan,
Institut Teknologi dan Bisnis Ahmad Dahlan Lamongan,
Sekolah Tinggi Ilmu Al-Qur'an Dan Sains Al-Ishlah Lamongan Jawa Timur,
Sekolah Tinggi Ilmu Tarbiyah Al-Fattah Siman Lamongan,
"STAI Muhammadiyah Paciran, Lamongan",
STAI Raden Qosim Lamongan,
STAI Sunan Drajat Lamongan,
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Lamongan,
STIT Muhammadiyah Paciran,
Universitas Muhammadiyah Lamongan,UMLA
Universitas Islam Darul `ulum,UNISDA
Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan,
STKIP PGRI Lamongan,
Universitas Islam Lamongan,UNISLA
Universitas Billfath,
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Paciran Lamongan,
STAI Madiun Jawa Timur,
Universitas Cakrawala,
Institut Agama Islam Ngawi Jawa Timur,
STAI Ma`arif Kendal Ngawi,
STAI Ngawi Jawa Timur,
STIT Islamiyah Karya Pembangunan Paron Ngawi,
STIT Muhammadiyah Tempurejo Ngawi,
Akademi Keperawatan Pemerintah Kabupaten Ngawi,
STKIP Modern Ngawi,
STKIP PGRI Ngawi,
Universitas Soerjo,UNSOER
STAI Ma`arif Magetan,
Akademi Kebidanan Berlian Nusantara,
STKIP Doktor Nugroho Magetan,
Universitas Doktor Nugroho Magetan,UDN
Akademi Keperawatan Pemkab Ponorogo,
Akbid Harapan Mulya Ponorogo,
Institut Agama Islam Negeri Ponorogo,
Institut Agama Islam Riyadlotul Mujahidin Ngabar Ponorogo,IAIRM
Institut Agama Islam Sunan Giri Ponorogo,INSURI
STAIN Ponorogo,
Sekolah Tinggi Ilmu Kesehatan Buana Husada Ponorogo,
Institut Studi Islam Darussalam Gontor Ponorogo,ISID
Universitas Darussalam Gontor,UNIDA Gontor
Universitas Muhammadiyah Ponorogo,UMPO
STKIP PGRI Ponorogo,
Universitas Merdeka Ponorogo,UNMER Ponorogo
Akademi Analis Farmasi Dan Makanan Sunan Giri,
Institut Studi Islam Muhammadiyah Pacitan,
Sekolah Tinggi Agama Islam Al-Fattah Pacitan,STAIFA
Sekolah Tinggi Agama Islam Nahdlatul Ulama Pacitan,STAINU
STIT Muhammadiyah Pacitan,
STKIP PGRI Pacitan,
Akademi Kebidanan Pamenang,
Akademi Keperawatan Pamenang,
Institut Agama Islam Hasanuddin Pare,
Sekolah Tinggi Ilmu Ekonomi Canda Bhirawa,
STAI Hasanuddin Pare Kediri,
Sekolah Tinggi Ilmu Kesehatan Ganesha Husada Kediri,
Sekolah Tinggi Ilmu Kesehatan Karya Husada Kediri,
Sekolah Tinggi Ilmu Kesehatan Pamenang,
STIS Faqih Asy`ari,
STIT Muhammadiyah Kediri,
Institut Agama Islam Faqih Asy'ari Kediri,
STAI Badrus Sholeh Purwoasri Kediri,
Akademi Gizi Karya Husada Kediri,
Akademi Kebidanan Pemenang,
Akademi Kesehatan Arga Husada,
Sekolah Tinggi Ilmu Kesehatan Bhakti Mulia,
Universitas Kahuripan Kediri,
Universitas Pawyatan Daha,UPD
Institut Agama Islam Pangeran Diponegoro Nganjuk,IAI Pangeran Diponegoro
Institut Teknologi Mojosari,
STAI Darussalam Nganjuk,
"STAI Miftahul Ula Nglawak Kertosono, Nganjuk",
STAI Pangeran Diponegoro Nganjuk Jawa Timur,
Sekolah Tinggi Ilmu Kesehatan Satria Bhakti Nganjuk,
Sekolah Tinggi Teologi Abdi Gusti Nganjuk,
Sekolah Tinggi Teknologi Pomosda,
Akademi Kebidanan Wiyata Mitra Husada Nganjuk,
Sekolah Tinggi Ilmu Ekonomi Nganjuk,
STKIP PGRI Nganjuk,
Sekolah Tinggi Teologi Patria Blitar,
STIT Al-Muslihun Tlogo Kanaigoro Blitar,
AKPER Hutama Abdi Husada Pemkab Tulungagung,
IAIN Tulungagung,
STAI Diponegoro Tulungagung,
STAI Muhammadiyah Tulungagung,
STAIN Tulungagung,
Sekolah Tinggi Ilmu Kesehatan Hutama Abdi Husada Tulungagung,
Universitas Bhinneka PGRI,UBHI
Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,UIN SATU
Sekolah Tinggi Ilmu Kesehatan Karya Putra Bangsa Tulungagung,
Universitas Tulungagung,UNITA
STKIP PGRI Tulungagung,
Akademi Keperawatan Pemkab Trenggalek,
Institut Teknologi dan Bisnis Trenggalek,
STIT Muhammadiyah Trenggalek,
STIT Sunan Giri Trenggalek,
STKIP PGRI Trenggalek,
Akademi Kebidanan Sukawati Lawang,
Institut Teknologi Kesehatan Malang Widya Cipta Husada,
Sekolah Tinggi Ilmu Kesehatan Kepanjen,
Sekolah Tinggi Penyuluhan Pertanian Malang,
Sekolah Tinggi Teologi Elohim Indonesia,
Sekolah Tinggi Teologi SAAT,
Sekolah Tinggi Teologi Yestoya Malang,
STAI Al-Qolam Gondanglegi Malang,
Sekolah Tinggi Agama Islam Nahdlatul Ulama Malang,
STAI Raden Rahmat Kepanjen Malang,
Sekolah Tinggi Ilmu Kesehatan Widya Cipta Husada,
STMIK Patria Wacana,
Sekolah Tinggi Ilmu Ekonomi Widya Dharma,
Sekolah Tinggi Teknologi Industri Turen,
Universitas Islam Raden Rahmat,UNIRA Malang
Institut Agama Islam Sunan Kalijogo Malang Jawa Timur,
Politeknik Pembangunan Pertanian Malang,
Sekolah Tinggi Teologi Tabernakel Lawang,
Sekolah Tinggi Teologi Satyabhakti,
Universitas Ma Chung,
Akademi Sages,
"Institut Agama Islam Darullughah Waddawah Bangil, Pasuruan",
Sekolah Tinggi Ekonomi dan Bisnis Islam Syaikhona Kholil Sidogiri Pasuruan,
STAI Al-Yasini Pasuruan,
"STAI Darullughah Waddawah Bangil, Pasuruan",
"Sekolah Tinggi Agama Islam Pancawahana Bangil, Pasuruan",STAIPANA
"STIT Muhammadiyah Bangil, Pasuruan",
Universitas PGRI Wiranegara,UNIWARA
Universitas Yudharta Pasuruan,
Akademi Kebidanan Ar-Rahma,
Sekolah Tinggi Ilmu Ekonomi Gempol,
Sekolah Tinggi Teknologi Gempol,
Sekolah Tinggi Ilmu Kesehatan Arrahma Mandiri Indonesia,
Sekolah Tinggi Ilmu Ekonomi Yadika Bangil,
STMIK Yadika Bangil,
Universitas Islam Internasional Darullughah Wadda'wah,UII Dalwa
Akademi Kebidanan Sakinah,
Institut Teknologi dan Sains Nahdlatul Ulama Pasuruan,
Akademi Manajemen Informatika Dan Komputer Taruna,
Institut Agama Islam Nurul Jadid Paiton Probolinggo ,IAINJ
Institut Ilmu Keislaman Zainul Hasan Genggong,
Sekolah Tinggi Ilmu Hukum Zainul Hasan,
STAI Zainul Hasan Genggong Kraksan Probolinggo,
Sekolah Tinggi Agama Islam Nurul Qadim,
Sekolah Tinggi Ilmu Kesehatan Nurul Jadid,
Sekolah Tinggi Teknologi Nurul Jadid,
Universitas Nurul Jadid,UNUJA
Sekolah Tinggi Ekonomi dan Bisnis Islam Badri Mashduqi,
Akademi Kebidanan Hafshawaty Zainul Hasan Genggong,
Akademi Keperawatan Hafshawaty Zainul Hasan,
Sekolah Tinggi Ilmu Kesehatan Hafshawaty Pesantren Zainul Hasan,
Universitas Islam Zainul Hasan Genggong Probolinggo,UNZAH
Universitas Panca Marga,UPM
Akademi Keperawatan Pemkab Lumajang,
Institut Agama Islam Syarifuddin Wonorejo Lumajang,
Institut Teknologi dan Bisnis Widya Gama Lumajang,
Sekolah Tinggi Ilmu Syari`ah Miftahul Ulum Lumajang,
Sekolah Tinggi Ilmu Tarbiyah Miftahul Midad Lumajang,
"Sekolah Tinggi Agama Islam Bustanul Ulum Krai, Lumajang",
Sekolah Tinggi Agama Islam Syarifuddin Lumajang Jawa Timur,
STIT Muhammadiyah Lumajang,
Sekolah Tinggi Ilmu Ekonomi Widya Gama,
Sekolah Tinggi Ilmu Hukum Jenderal Sudirman,
STKIP Muhammadiyah Lumajang,
STKIP PGRI Lumajang,
Universitas Lumajang,UNILU
Akademi Kebidanan Dharma Praja Bondowoso,
Sekolah Tinggi Agama Islam Sayid Mohammad Alawi Al Maliki,
Sekolah Tinggi Ilmu Syari'ah Darul Falah Bondowoso Jawa Timur,
Sekolah Tinggi Ilmu Syariah Sayid mohammad Alawi Al Maliki Bondowoso Jawa Timur,
STAI At-Taqwa Bondowoso Jawa Timur,
STIT Al-Ishlah Bondowoso,
Sekolah Tinggi Ilmu Syariah Abu Zairi Bondowoso Jawa Timur,
Sekolah Tinggi Ilmu Tarbiyah Togo Ambarsari Bondowoso Jawa Timur,
Universitas Bondowoso,UNIBO
Sekolah Tinggi Agama Islam Al-Utsmani Bondowoso,
Institut Agama Islam Ibrahimy Sukorejo Situbondo,IAII
Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo Jawa Timur,
STAI Cendekia Insani Situbondo,
STAI Nurul Huda Kapongan Situbondo,
Universitas Abdurachman Saleh Situbondo,UNARS Situbondo
Sekolah Tinggi Agama Islam Ahmad Sibawayhie,
Universitas Abdurachman Saleh,UNARS
STKIP PGRI Situbondo,
Akademi Kebidanan Ibrahimy Situbondo,
Akademi Perikanan Ibrahimy,
AMIK Ibrahimy,
Universitas Ibrahimy,
Akademi Akuntansi PGRI Jember,
Akademi Farmasi Jember,
IAIN Jember,
Institut Agama Islam Al-Falah As-Sunniyah Kencong Jember Jawa Timur,
Politeknik Negeri Jember,
Sekolah Tinggi Alkitab Jember,
Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,
Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa,
Sekolah Tinggi Teologi Duta Panisal Jember,
STAI Al-Falah As-Sunniyah Kencong Jember,
STAI Al-Qodiri Jember,
STAIN Jember,
Universitas Al-Falah As-Sunniyah,UAS
Universitas dr. Soebandi,UDS
Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,UINKHAS
Universitas PGRI Argopuro Jember,UNIPAR
Sekolah Tinggi Agama Islam Raden Abdullah Yaqin,
Sekolah Tinggi Ilmu Syariah Nurul Qarnain,
Sekolah Tinggi Ilmu Administrasi Pembangunan,
Universitas Islam Jember,UIJ
Akademi Kebidanan Bina Husada Jember,
Akademi Kebidanan Jember,
Akademi Pariwisata Muhammadiyah Jember,
IKIP PGRI Jember,
Sekolah Tinggi Ilmu Ekonomi Mandala,
Universitas Jember,UNEJ
Universitas Mochammad Sroedji,UMSJ
Universitas Muhammadiyah Jember,UNMUH Jember
Akademi Kebidanan Dr Soebandi,
Institut Agama Islam Al-Qodiri Jember,
Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember,
Sekolah Tinggi Ilmu Ekonomi Kosgoro,
Sekolah Tinggi Ilmu Pertanian,
Sekolah Tinggi Ilmu Kesehatan Bhakti Al-Qodiri,
Sekolah Tinggi Ilmu Kesehatan Dr. Soebandi Jember,
Akademi Kebidanan Bakti Indonesia Banyuwangi,
Akademi Keperawatan Rustida,
Akademi Kesehatan Rustida,
Akademi Penerbang Indonesia Banyuwangi,
Institut Agama Islam Darussalam,IAI Darussalam
Institut Agama Islam Darussalam Blokagung Banyuwangi,
Institut Agama Islam Ibrahimy Genteng Banyuwangi,
Institut Teknologi dan Bisnis Muhammadiyah Banyuwangi,
Politeknik Banyuwangi,
Sekolah Tinggi Agama Islam Nurul Abror Al-Robbaniyin,
"Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin, Banyuwangi Jawa Timur",
Sekolah Tinggi Islam Blambangan Banyuwangi,
Sekolah Tinggi Agama Islam Darul Ulum Banyuwangi,
Sekolah Tinggi Agama Islam Darussalam Blokagung Tegalsari Banyuwangi,
STAI Ibrahimy Genteng Banyuwangi,
Politeknik Mitra Global,
Universitas Bakti Indonesia,UBI
Politeknik Negeri Banyuwangi,
Politeknik Masamy Internasional,
Sekolah Tinggi Ilmu Komputer PGRI Banyuwangi,
Universitas 17 Agustus 1945 Banyuwangi,UNTAG Bayuwangi
Universitas PGRI Banyuwangi,UNIBABWI
Sekolah Tinggi Ilmu Kesehatan Banyuwangi,
Akademi Kelautan Banyuwangi,
Akademi Kebidanan Aifa Husada,
Akademi Keperawatan Pemkab Pamekasan,
Institut Agama Islam Al-Khairat Pamekasan Jawa Timur,
Institut Agama Islam Miftahul Ulum Pamekasan,
Institut Agama Islam Negeri Madura,
"Sekolah Tinggi Ekonomi Islam Masyarakat Madani, Pamekasan Jawa Timur",
Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur,
Sekolah Tinggi Ilmu Dakwah dan Komunikasi Al-Hamidy Pamekasan,
Sekolah Tinggi Ilmu Dakwah dan Komunikasi Islam Al Mardliyyah Pamekasan,
"Sekolah Tinggi Ilmu Syariah As Salafiyah Sumber Duko, Pamekasan Jawa Timur",
STAI Al-Khairat Pamekasan,
STAI Miftahul Ulum Pamekasan,
STAIN Pamekasan,
Sekolah Tinggi Ilmu Ekonomi Bakti Bangsa,
STIU Al-Mujtama Pamekasan,
Universitas Islam Madura,UIM
Universitas Madura,UNIRA
Sekolah Tinggi Agama Islam Al Falah Pamekasan,
Akademi Kebidanan Graha Husada Sampang,
Akademi Keperawatan Nazhatut Thullab Sampang,
Institut Agama Islam Nazhatut Thullab Sampang,
Institut Teknologi dan Bisnis Nazhatut Thullab Al-Muafa Sampang,
Politeknik Negeri Madura,
Sekolah Tinggi Ilmu Kesehatan Nazhatut Thullab Sampang,
"STAI Ma`arif Sampang Madura, Jawa Timur",
STAI Nazhatut Thullab Sampang Madura,
STEI Walisongo sampang,
STKIP PGRI Sampang,
Sekolah Tinggi Agama Islam Al-Muntahy,
Akademi Kesehatan Sumenep,
Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep,
Institut Ilmu KeIslaman Annuqayah Guluk-Guluk Sumenep,INSTIKA
Institut Sains Dan Teknologi Annuqayah,
Sekolah Tinggi Agama Islam Nurud Dhalam,
Sekolah Tinggi Ilmu Al-Qur'an Nurul Islam,
Sekolah Tinggi Ilmu Dakwah Raudlatul Iman Sumenep Jawa Timur,
Sekolah Tinggi Ilmu Syariah Nurud Dhalam,
Sekolah Tinggi Ilmu Tarbiyah Aqidah Usymuni Sumenep,
STAI Miftahul Ulum Tarate Pandian Sumenep,
Universitas KH. Bahaudin Mudhary Madura,UNIBA Madura
Sekolah Tinggi Ilmu Ekonomi KH. Bahaudin Mudhary Madura,
Institut Kariman Wirayudha Sumenep Madura,
Sekolah Tinggi Ilmu Tarbiyah Al-Karimiyyah Sumenep,
STKIP PGRI Sumenep,
Universitas Wiraraja,
Sekolah Tinggi Ilmu Tarbiyah Miftahul Ulum Kedungdung Modung Bangkalan Madura,
"Sekolah Tinggi Ilmu Ushuluddin Darussalam, Bangkalan, Jawa Timur",
STAI Al-Hamidiyah Bangkalan,
STAI Darul Hikmah Bangkalan,
STAI Syaichona Moh. Cholil Bangkalan,
Sekolah Tinggi Ilmu Kesehatan Insan Se Agung,
STIT Al-Ibrohimy Bangkalan,
Universitas Trunojoyo,
Sekolah Tinggi Ekonomi dan Bisnis Islam Al-Anwar Bangkalan,
Akademi Farmasi Yannas Husada Bangkalan,
